ID_INSTITUCION,INSTITUCION,PROVEEDOR,COSTO,TORRE_CERCANA,LATITUD_TORRE,LONGITUD_TORRE,DIST_KM
3682,OFICINA DEL EJECUTIVO ESTATAL,TELMEX,5751.15,OFICINA DE TELEFONIA RURAL DE SONORA (EDIFICIO MEXICO),29.06757,-110.95845,0.04
3692,ISSSTESON,TOTAL PLAY,1663,(TZ-60) TORRE ISSSTESON,31.29834167,-110.9137,0.04
2994,PLANTEL ETCHOJOA,TELMEX,,PLANTEL ETCHOJOA,26.90807591,-109.6227125,0.04
3453,MODULO EMPALME,TELMEX,,H. AYUNTAMIENTO EMPALME,27.957581,-110.815899,0.04
3664,COMISION DE VIVIENDA DEL ESTADO DE SONORA,TELMEX,2404.31,EDIFICIO SONORA,29.06842354,-110.9572519,0.04
848,NIÑOS HEROES,INDEX,,PRIM NIÑOS HEROES DE SONORA PROGRESISTA,27.262144,-109.909184,0.04
2989,PLANTEL QUETCHEHUECA,TELMEX,,PLANTEL QUETCHEHUECA,27.26486024,-109.9459878,0.04
3577,DIRECCION GENERAL DE REGISTRO CIVIL,TELMEX,4794.33,EDIFICIO HERMOSILLO,29.06771437,-110.9571943,0.05
1169,GABINO BARREDA,INDEX,,PRIM GAVINO BARRERA DE GUAYTANA,27.093839,-109.656901,0.05
2415,TELESECUNDARIA 1,COMPUPROYECCIONES,,CENTRO DE SALUD RURAL DE FUNDICION,27.33064,-109.73827,0.05
3497,C5I HERMOSILLO,TOTAL PLAY,,TORRE C5,29.06370833,-111.0482389,0.05
2790,RAUL RIVERA COTA,TELMEX,,SANTA CRUZ,31.237444,-110.595678,0.05
3763,TELEFONIA RURAL DE SONORA,TELMEX,2404.31,H. AYUNTAMIENTO DE URES,29.42809,-110.38989,0.05
2990,PLANTEL PUEBLO YAQUI,TELMEX,,PLANTEL PUEBLO YAQUI,27.35232762,-110.0380822,0.05
3598,DIR. GRAL. DE PLAN. ADMIN. Y EVALUACION.,TELMEX,688.79,EDIFICIO SONORA,29.06842354,-110.9572519,0.05
3597,DIRECCION GENERAL DE DESARROLLO AGRICOLA,TELMEX,4492.61,EDIFICIO SONORA,29.06842354,-110.9572519,0.05
3764,TELEFONIA RURAL DE SONORA,TELMEX,2404.31,H. AYUNTAMIENTO DE URES,29.42809,-110.38989,0.05
3573,DIRECCION GENERAL DE NOTARIAS,TELMEX,688.79,EDIFICIO HERMOSILLO,29.06771437,-110.9571943,0.05
2980,PLANTEL EUSEBIO FCO. KINO (MAGDALENA),TELMEX,,PLANTEL EUSEBIO FRANCISCO KINO,30.62410894,-110.9732592,0.05
3674,DEFENSORIA PUBLICA,TELMEX,688.79,PALACIO,29.0746145,-110.9582516,0.06
3676,DEFENSORIA PUBLICA,TELMEX,688.79,PALACIO,29.0746145,-110.9582516,0.06
3565,SUBSECRETARIA DE PROMOCION DEL EMPLEO Y PRODUCTIVIDAD,TELMEX,473.28,OFICINA DE TELEFONIA RURAL DE SONORA (EDIFICIO MEXICO),29.06757,-110.95845,0.06
3677,DEFENSORIA PUBLICA,TELMEX,688.79,PALACIO,29.0746145,-110.9582516,0.06
3675,DEFENSORIA PUBLICA,TELMEX,688.79,PALACIOGOB,29.07489666,-110.9580838,0.06
2976,PLANTEL CABORCA,TELMEX,,PLANTEL CABORCA,30.72412696,-112.1621881,0.06
3576,CONSEJO ESTATAL DE POBLACION,TELMEX,473.28,EDIFICIO SONORA,29.06842354,-110.9572519,0.06
3673,DEFENSORIA PUBLICA,TELMEX,688.79,PALACIO,29.0746145,-110.9582516,0.06
2704,TELESECUNDARIA 122,COMPUPROYECCIONES,,PRIM PLAN DE AYALA DE EJ SINGAPUR,27.443028,-110.234133,0.06
3568,SUBSECRETARIA DEL TRABAJO,TELMEX,343.97,OFICINA DE TELEFONIA RURAL DE SONORA (EDIFICIO MEXICO),29.06757,-110.95845,0.06
589,MIGUEL HIDALGO Y COSTILLA,TELMEX,,BENJAMIN HILL,30.167956,-111.117789,0.06
3766,TELEFONIA RURAL DE SONORA,TELMEX,2404.31,C5I OBREGON,27.526008,-109.930316,0.06
1865,FORD 142 NUM. 1,MEGACABLE,,PLANTEL NUEVO HERMOSILLO,29.01221702,-110.9283082,0.06
3612,DIRECCION GENERAL DE RECAUDACION,"GSAT COMUNICACIONES, S.A. DE C.V.",4429,SAHUARIPA,29.056386,-109.233431,0.06
2691,PLAN DE AYALA,INDEX,,PRIM PLAN DE AYALA DE EJ SINGAPUR,27.443028,-110.234133,0.06
2930,TELESECUNDARIA 268,COMPUPROYECCIONES,,PRIM BENITO JUAREZ DE PUERTA DEL SOL,29.461111,-110.275556,0.06
3656,SERVICIOS DE SALUD DE SONORA,TOTAL PLAY,9531,EDIFICIO HERMOSILLO,29.06771437,-110.9571943,0.07
1839,PROF. ROSALIO E MORENO,MEGACABLE,,EDIFICIO HERMOSILLO,29.06771437,-110.9571943,0.07
3689,ISSSTESON,TOTAL PLAY,6668,BMXDGR,29.07631845,-110.9570658,0.07
3450,MODULO CENTRO DE GOBIERNO,TELMEX,,OFICINA DE TELEFONIA RURAL DE SONORA (EDIFICIO MEXICO),29.06757,-110.95845,0.07
3484,ITAMA - CTE NAVOJOA,TELMEX,,AGENCIA FISCAL,27.082605,-109.447167,0.07
2712,TELESECUNDARIA 180,COMPUPROYECCIONES,,H. AYUNTAMIENTO DE SAN JAVIER,28.59521,-109.73969,0.07
3474,MODULO URES,TELMEX,,H. AYUNTAMIENTO DE URES,29.42809,-110.38989,0.07
3009,"EMSAD, SUAQUI GRANDE",COMPUPROYECCIONES,,SUAQUI GRANDE,28.394783,-109.891928,0.07
491,TELESECUNDARIA 208,COMPUPROYECCIONES,,BACANORA,28.977583,-109.399342,0.07
2671,TELESECUNDARIA 221,COMPUPROYECCIONES,,COMISARIA DEL VALLE TACUPETO,28.79736,-109.16551,0.07
1619,ESCUELA SECUNDARIA TECNICA NUM. 61,INDEX,,CENTRO DE SALUD RURAL DE MASIACA,26.763306,-109.234861,0.08
571,JOSEFA ORTIZ DE DOMINGUEZ C JR,MEGACABLE,,(TZ-45) TORRE DIF VILLA JUAREZ,27.128213,-109.830136,0.08
3002,"EMSAD, MASIACA",COMPUPROYECCIONES,,CENTRO DE SALUD RURAL DE MASIACA,26.763306,-109.234861,0.08
1143,LAZARO CARDENAS DEL RIO,MEGACABLE,,(TZ-45) TORRE SALUBRIDAD ETCHOJOA,26.97865556,-109.6562833,0.08
1129,LOS ARBOLITOS,RED SEC,,PRIM NIÑOS HEROES DE CAMPO ESPAÑA,26.990163,-109.708276,0.08
3679,DESPACHO DEL CONSEJERO,TELMEX,688.79,PALACIOGOB,29.07489666,-110.9580838,0.09
2188,BENITO JUAREZ,TELMEX,,H. AYUNTAMIENTODE MOCTEZUMA,29.80268,-109.68059,0.09
3710,COMISION DEL DEPORTE DEL ESTADO DE SONORA,TELMEX,473.28,CUM,29.10935986,-110.9936158,0.09
2008,EMA A DE ALMADA,INDEX,,PRIM INDIGENA EMA A DE ALMADA DE CAMAHUIROA,26.544278,-109.284241,0.09
1605,ESCUELA SECUNDARIA TECNICA NUM. 48,TELMEX,,PLANTEL PUEBLO YAQUI,27.35232762,-110.0380822,0.09
3218,HOSPITAL COMUNITARIO MOCTEZUMA,TELMEX,,H. AYUNTAMIENTODE MOCTEZUMA,29.80268,-109.68059,0.09
739,TOMAS ALVA EDISON,RED SEC,,(TZ-45) TORRE SSPM,27.46464167,-109.9284222,0.09
1246,TELESECUNDARIA 270,RED SEC,,PRIM 20 DE NOVIEMBRE DE BACAJAQUIA,27.074443,-109.65144,0.09
2669,TALAMANTE,TELMEX,,H. AYUNTAMIENTO DE SAHUARIPA 2,29.05637,-109.23347,0.09
3599,SUBSECRETARIA DE GANADERIA,TELMEX,473.27,EDIFICIO HERMOSILLO,29.06771437,-110.9571943,0.1
2142,TELESECUNDARIA 162,COMPUPROYECCIONES,,PRIM EMILIANO ZAPATA DE COBACHI,28.896944,-110.248333,0.1
3447,MODULO CAJEME,TELMEX,,(TZ-45) TORRE SSPM,27.46464167,-109.9284222,0.1
3697,ISSSTESON,TELMEX,559.48,(TZ-45) TORRE SSPM,27.46464167,-109.9284222,0.1
3615,SERVICIOS DE SALUD DE SONORA,TELMEX,688.79,CGOB,29.06763827,-110.9592655,0.1
3182,CENTRO DE SALUD BENJAMIN HILL,TELMEX,,BENJAMIN HILL,30.167956,-111.117789,0.1
3013,"CECYTE, EJIDO 24 DE FEBRERO",COMPUPROYECCIONES,,CECYTES DE EJIDO 24 FEBRERO,26.508286,-109.104936,0.1
564,CUAUHTEMOC,INDEX,,PRIM CUAUHTEMOC DE ACEITUNAS,27.079185,-109.913514,0.1
2139,TELESECUNDARIA 66,COMPUPROYECCIONES,,BIBLIOTECA PUBLICA DE TECORIPA,28.62378,-109.9546,0.11
3222,HOSPITAL GENERAL DE GUAYMAS,TELMEX,,(TZ-60) TORRE CIF GUAYMAS,27.91950278,-110.9007333,0.11
3018,"CECYTE, NAVOJOA",COMPUPROYECCIONES,,PRIM 16 DE SEPTIEMBRE DE CHIRAJOBAMPO,26.891989,-109.398275,0.11
568,21 DE MARZO,INDEX,,CCA DE EL BATEVITO,27.11621,-109.87359,0.11
2367,BENITO JUAREZ,INDEX,,PRIM BENITO JUAREZ DE SINAHUIZA,26.910164,-109.437475,0.11
1842,PROF. JOSE LAFONTAINE,TELMEX,,PALACIOGOB,29.07489666,-110.9580838,0.11
3492,CENTRO DE COMANDO COMUNICACION COMPUTO Y COORDINACION DE INTELIGENCIA,TELMEX,,C5 HERMOSILLO,29.06376,-111.048102,0.12
3455,MODULO GRANADOS,TELMEX,,H. AYUNTAMIENTO DE GRANADOS,29.86225,-109.31035,0.12
2878,TELESECUNDARIA 53,COMPUPROYECCIONES,,SARIC,31.103939,-111.382436,0.12
1292,LA ESCUELITA,RED SEC,,PRIM EMILIANO ZAPATA DE EL CASTILLO,27.520371,-110.183333,0.12
1385,EMILIANO ZAPATA,RED SEC,,PRIM EMILIANO ZAPATA DE EL CASTILLO,27.520371,-110.183333,0.12
2191,GENERAL IGNACIO ZARAGOZA,TELMEX,,(TZ-45)TORRE SEGURIDAD PUBLICA NACO,31.33107222,-109.9482,0.12
3633,COMISION ESTATAL DE PROTECCION CONTRA RIESGOS SANITARIOS ESTADO DE SONORA,TELMEX,473.28,(TZ-45) TORRE HOSPITAL GENERAL,27.48364722,-109.9538472,0.12
2131,RAFAEL JIMENEZ CASTRO,TELMEX,,(TZ-45) TORRE PALACIO,30.7773,-110.8616389,0.13
3041,PLANTEL AGUA PRIETA,TELMEX,,(T5-35) SIN NOMBRE ESPECIFICADO,31.311738,-109.534488,0.13
951,FRANCISCO MIRANDA MONTAÑO,MEGACABLE,,PLANTEL OBREGON II,27.44298964,-109.9249233,0.13
2968,PLANTEL HERMOSILLO VII,TOTAL PLAY,,OFICINA DE TELEFONIA RURAL DE SONORA (EDIFICIO MEXICO),29.06757,-110.95845,0.14
1174,ADOLFO LOPEZ MATEOS,TELMEX,,PLANTEL ETCHOJOA,26.90807591,-109.6227125,0.14
2975,PLANTEL PUERTO PEÑASCO,TELMEX,,PLANTEL PUERTO PEÑASCO,31.32935585,-113.5298673,0.14
501,JARDIN DE NIÑOS NUEVA CREACION,RED SEC,,(TZ-45) PALACIO MUNICIPAL BACUM,27.54989167,-110.083075,0.14
225,TELESECUNDARIA 153,COMPUPROYECCIONES,,SINOQUIPE,30.157514,-110.245836,0.14
1924,TELESECUNDARIA 167,COMPUPROYECCIONES,,HUACHINERA,30.207014,-108.959606,0.14
1082,RICARDO FLORES MAGON,TELMEX,,RADIO TEC,30.98961,-110.26602,0.14
2668,FERNANDO A PAREDES,TELMEX,,H. AYUNTAMIENTO DE SAHUARIPA 2,29.05637,-109.23347,0.14
1027,TELESECUNDARIA 81,COMPUPROYECCIONES,,CUCURPE,30.330397,-110.704533,0.15
3678,DEFENSORIA PUBLICA,TELMEX,688.79,(TZ-45) TORRE FISCAL,27.49709444,-109.9322056,0.15
529,BENITO JUAREZ,MEGACABLE,,(TZ-45) PALACIO MUNICIPAL BACUM,27.54989167,-110.083075,0.15
3714,INSTITUTO SONORENSE DE CULTURA,TELMEX,473.28,EDIFICIO HERMOSILLO,29.06771437,-110.9571943,0.16
3603,SUBSECRETARIA DE INGRESOS,TELMEX,1065.14,PALACIOGOB,29.07489666,-110.9580838,0.16
2186,AUGUSTO FEDERICO FROEBEL,TELMEX,,MOCTEZUMA,29.806925,-109.679853,0.16
2370,FRANCISCO I. MADERO,INDEX,,PRIM FRANCISCO I. MADERO DE FRANCISCO I MADERO,26.848784,-109.366316,0.16
2207,PROF. ALEJANDRO SOTELO BURRUEL,TELMEX,,(TZ-45) TORRE CEDAE,29.07067222,-110.9533944,0.16
3048,PLANTEL MAGDALENA DE KINO - ING. ARMANDO HOPKINS DURAZO,TELMEX,,PLANTEL EUSEBIO FRANCISCO KINO,30.62410894,-110.9732592,0.16
1225,DIONICIO BRISEÑO RODRIGUEZ,TELMEX,,(TZ-45) TORRE H. AYUNTAMIENTO PP,31.30579722,-113.5405861,0.16
1694,PROF. FERNANDO ENRIQUEZ ENRIQUEZ,RED SEC,,(TZ-45) TORRE COMANDANCIA MUNICIPAL,28.84294167,-111.4898444,0.16
544,ADELA PAZ CORDOVA,TELMEX,,BAVIACORA,29.715211,-110.165078,0.16
1226,GENERAL IGNACIO ZARAGOZA,TELMEX,,(TZ-45) TORRE PALACIO MUNICIPAL  ETCHOJOA,26.911617,-109.625892,0.16
3572,DIRECCION GENERAL OPERATIVA DEL SERVICIO ESTATAL DEL EMPLEO,TELMEX,473.28,(TZ-45) TORRE C4 NUEVO,27.07895278,-109.443525,0.16
3461,MODULO NACO,TELMEX,,(TZ-45)TORRE SEGURIDAD PUBLICA NACO,31.33107222,-109.9482,0.16
519,AQUILES SERDAN,INDEX,,PRIM AQUILES SERDAN DE ATOTONILCO,27.305907,-110.172749,0.16
3460,MODULO MOCTEZUMA,TELMEX,,H. AYUNTAMIENTODE MOCTEZUMA,29.80268,-109.68059,0.16
2409,CENTRO ESCOLAR TALAMANTE,MEGACABLE,,(TZ-30) TORRE AGENCIA FISCAL NAVOJOA,27.08241944,-109.4472139,0.16
53,PROF. ARMANDO ACUNA RIVERA,TELMEX,,(T5-35) SIN NOMBRE ESPECIFICADO,31.311738,-109.534488,0.16
3736,INSTITUTO SONORENSE DE CULTURA,TELMEX,473.28,BMXDGR,29.07631845,-110.9570658,0.17
3705,UNIVERSIDAD ESTATAL DE SONORA,TOTAL PLAY,2699,(TZ-45) TORRE UES,27.04737222,-109.4524333,0.17
146,LIC. MIGUEL ALEMAN,INDEX,,CENTRO DE SALUD RURAL 189 DE EL CHINO,26.57152,-108.97534,0.17
3073,SUPERIOR ESTATAL DE SONORA-UNIDAD ACADEMICA NAVOJOA,TOTAL PLAY,,UNIVERSIDAD ESTATAL DE SONORA PLANTEL NAVOJOA,27.04738,-109.452824,0.17
2965,PLANTEL NUEVO HERMOSILLO,TOTAL PLAY,,PLANTEL NUEVO HERMOSILLO,29.01221702,-110.9283082,0.17
3699,ISSSTESON,TELMEX,559.48,(TZ-30) TORRE PUEBLO YAQUI,27.35423611,-110.035575,0.17
177,TELESECUNDARIA 131,COMPUPROYECCIONES,,CENTRO DE SALUD RURAL 189 DE EL CHINO,26.57152,-108.97534,0.17
3074,SUPERIOR ESTATAL DE SONORA-UNIDAD ACADEMICA NAVOJOA,MEGACABLE,,(TZ-45) TORRE UES,27.04737222,-109.4524333,0.17
2116,MARIO BARCELO ABRIL,COMPUPROYECCIONES,,BACADEHUACHI,29.808589,-109.142825,0.17
3464,MODULO PUEBLO YAQUI,TELMEX,,(TZ-30) TORRE PUEBLO YAQUI,27.35423611,-110.035575,0.17
1371,FRANCISCO VILLA,MEGACABLE,,(TZ-60) TORRE CIF GUAYMAS,27.91950278,-110.9007333,0.17
3213,CENTRO DE SALUD CON HOSPITAL SANTA ANA,TELMEX,,(TZ-45) SIN NOMBRE ESPECIFICADO,30.544323,-111.121223,0.17
3570,SECRETARIA,TELMEX,473.28,COMUNICACION SOCIAL,29.0744732,-110.9584987,0.18
3708,COMISION DEL DEPORTE DEL ESTADO DE SONORA,TELMEX,688.79,CUM,29.10935986,-110.9936158,0.18
2190,LIC. BENITO JUAREZ,TELMEX,,PLANTEL PUEBLO YAQUI,27.35232762,-110.0380822,0.18
3454,MODULO ETCHOJOA,TELMEX,,(TZ-45) TORRE PALACIO MUNICIPAL  ETCHOJOA,26.911617,-109.625892,0.18
2053,BENITO JUAREZ,INDEX,,PRIM BENITO JUAREZ DE BENITO JUAREZ,26.60396,-109.1739,0.18
1025,PROF. LUIS BURRUEL AHUMADA,TELMEX,,CARBO,29.685214,-110.961142,0.19
3624,JUNTA DE ASISTENCIA PRIVADA,TELMEX,343.97,BMXDGR,29.07631845,-110.9570658,0.19
2978,PLANTEL NOGALES II,TOTAL PLAY,,NOGALES,31.318347,-110.954427,0.19
3063,SUPERIOR TECNOLOGICA DE SAN LUIS RIO COLORADO,TELNOR,,UTSLRC,32.435785,-114.715726,0.19
545,GENERAL ABELARDO L RODRIGUEZ,TELMEX,,BAVIACORA,29.715211,-110.165078,0.19
1065,NIÑOS HEROES,COMPUPROYECCIONES,,PRIM NIÑOS HEROES DE EJ JUNELANCAHUI,28.069167,-110.548444,0.2
3694,ISSSTESON,TELMEX,967.36,PALACIOGOB,29.07489666,-110.9580838,0.2
2649,PROF. RANDOLFO LAVANDERA,TELMEX,,H. AYUNTAMIENTO DE ROSARIO,27.840604,-109.370759,0.2
2860,PROFR. COSME ROSAS VALENZUELA,TELMEX,,(TZ-45) SIN NOMBRE ESPECIFICADO,30.544323,-111.121223,0.2
1361,ALEJANDRO C. IBERRI,MEGACABLE,,(TZ-60) TORRE CIF GUAYMAS,27.91950278,-110.9007333,0.2
2503,JOSE JOAQUIN FERNANDEZ DE LIZARDI,RED SEC,,NOGALES,31.318347,-110.954427,0.2
3695,ISSSTESON,TELMEX,559.48,PALACIOGOB,29.07489666,-110.9580838,0.2
2371,BENITO JUAREZ,GLOBALSAT,,(TZ-45) SIN NOMBRE ESPECIFICADO,30.544323,-111.121223,0.2
3199,CENTRO DE SALUD MIGUEL ALEMAN,TELMEX,,(TZ-45) TORRE COMANDANCIA MUNICIPAL,28.84294167,-111.4898444,0.2
3265,CENTRO DE SALUD RURAL BANAMICHI,TELMEX,,BANAMICHI,30.007164,-110.218019,0.2
3266,CENTRO DE SALUD RURAL BAVIACORA,TELMEX,,BAVIACORA,29.715211,-110.165078,0.21
2044,JESUS GARCIA,INDEX,,CENTRO DE SALUD RURAL DE VENUSTIANO CARRANZA,26.427719,-109.031198,0.21
3726,UNIVERSIDAD ESTATAL DE SONORA,TOTAL PLAY,1663,(TZ-45) TORRE CEDAE,29.07067222,-110.9533944,0.21
